placeholder,site,plant_code,species,block,plot,div,c_i,flood,canopy_openness,date,experiment_observation,notes,species2,plant_code2,experiment_final_intermediate,nlvs_per_ind,wilmer_code,wilmer_herb_total,wilmer_lep1_ID,wilmer_lep1_perc,wilmer_lep2_ID,wilmer_lep2_perc,wilmer_coleop1_ID,wilmer_coleop1_perc,wilmer_coleop2_ID,wilmer_coleop2_perc,wilmer_other1_ID,wilmer_other1_perc,wilmer_other2_ID,wilmer_other2_perc,wilmer_notes,wilmer_notes_perc_UNCLEAR,wilmer_spec_total_lf,wilmer_gen_total_lf,wilmer_spec_total_plant,wilmer_gen_total_plant,wilmer_rich_lf,wilmer_rich_plant,field_specialist,field_generalist,field_eois,field_num_other_leps,field_quadrus,
12104,mogi,1471,miquelianum,1,4,two,ind,NA,26.52,NA,experiment,NA,NA,NA,NA,6,Mogi_experiment_1-4,6,,,,,,,,,,,,,hagallas,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
12105,mogi,1471,miquelianum,1,4,two,ind,NA,26.52,NA,experiment,NA,NA,NA,NA,7,Mogi_experiment_1-4,3,,,,,Chrysomelidae,3,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
12106,mogi,1471,miquelianum,1,4,two,ind,NA,26.52,NA,experiment,NA,NA,NA,NA,8,Mogi_experiment_1-4,8,,,,,,,,,,,Acridinae,8,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
12107,mogi,1471,miquelianum,1,4,two,ind,NA,26.52,NA,experiment,NA,NA,NA,NA,9,Mogi_experiment_1-4,8,,,,,Chrysomelidae,5,,,,,Acridinae,3,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
12108,mogi,1471,miquelianum,1,4,two,ind,NA,26.52,NA,experiment,NA,NA,NA,NA,10,Mogi_experiment_1-4,8,,,,,Chrysomelidae,2,,,,,Acridinae,6,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
12109,mogi,1471,miquelianum,1,4,two,ind,NA,26.52,NA,experiment,NA,NA,NA,NA,11,Mogi_experiment_1-4,20,,,,,Chrysomelidae,2,,,,,Acridinae,18,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2383,mogi,1470,miquelianum,1,8,mono,clone,NA,21.84,NA,experiment,NA,NA,NA,one,7,Mogi_experiment_1,45,NA,NA,NA,NA,Chrysomelidae,2,NA,NA,NA,NA,Acridinae,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2384,mogi,1470,miquelianum,1,8,mono,clone,NA,21.84,NA,experiment,NA,NA,NA,two,1,Mogi_experiment_2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2385,mogi,1470,miquelianum,1,8,mono,clone,NA,21.84,NA,experiment,NA,NA,NA,one,7,Mogi_experiment_1,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acridinae,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2386,mogi,1470,miquelianum,1,8,mono,clone,NA,21.84,NA,experiment,NA,NA,NA,one,7,Mogi_experiment_1,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acridinae,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2387,mogi,1470,miquelianum,1,8,mono,clone,NA,21.84,NA,experiment,NA,NA,NA,three,2,Mogi_experiment_3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2388,mogi,1470,miquelianum,1,8,mono,clone,NA,21.84,NA,experiment,NA,NA,NA,three,2,Mogi_experiment_3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acridinae,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2389,mogi,1470,miquelianum,1,8,mono,clone,NA,21.84,NA,experiment,NA,NA,NA,one,7,Mogi_experiment_1,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acridinae,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2390,mogi,1470,miquelianum,1,8,mono,clone,NA,21.84,NA,experiment,NA,NA,NA,one,7,Mogi_experiment_1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2391,mogi,1470,miquelianum,1,8,mono,clone,NA,21.84,NA,experiment,NA,NA,NA,one,7,Mogi_experiment_1,30,NA,NA,NA,NA,Chrysomelidae,10,NA,NA,NA,NA,Acridinae,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2392,mogi,1470,miquelianum,1,8,mono,clone,NA,21.84,NA,experiment,NA,NA,NA,one,7,Mogi_experiment_1,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acridinae,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
12097,mogi,1470,miquelianum,1,8,mono,clone,NA,21.84,NA,experiment,NA,NA,NA,NA,1,Mogi_experiment_1-8,0,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
12098,mogi,1470,miquelianum,1,8,mono,clone,NA,21.84,NA,experiment,NA,NA,NA,NA,2,Mogi_experiment_1-8,0,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
12481,mogi,1470,miquelianum,1,8,mono,clone,NA,21.84,NA,experiment,NA,NA,NA,NA,NA,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2363,mogi,1469,miquelianum,1,8,mono,clone,NA,21.84,NA,experiment,NA,NA,NA,three,6,Mogi_experiment_3,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acridinae,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2364,mogi,1469,miquelianum,1,8,mono,clone,NA,21.84,NA,experiment,NA,NA,NA,one,8,Mogi_experiment_1,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acridinae,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2365,mogi,1469,miquelianum,1,8,mono,clone,NA,21.84,NA,experiment,NA,NA,NA,one,8,Mogi_experiment_1,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acridinae,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2366,mogi,1469,miquelianum,1,8,mono,clone,NA,21.84,NA,experiment,NA,NA,NA,two,6,Mogi_experiment_2,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acridinae,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2367,mogi,1469,miquelianum,1,8,mono,clone,NA,21.84,NA,experiment,NA,NA,NA,two,6,Mogi_experiment_2,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acridinae,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2368,mogi,1469,miquelianum,1,8,mono,clone,NA,21.84,NA,experiment,NA,NA,NA,one,8,Mogi_experiment_1,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acridinae,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2369,mogi,1469,miquelianum,1,8,mono,clone,NA,21.84,NA,experiment,NA,NA,NA,three,6,Mogi_experiment_3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2370,mogi,1469,miquelianum,1,8,mono,clone,NA,21.84,NA,experiment,NA,NA,NA,three,6,Mogi_experiment_3,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acridinae,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2371,mogi,1469,miquelianum,1,8,mono,clone,NA,21.84,NA,experiment,NA,NA,NA,one,8,Mogi_experiment_1,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acridinae,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2372,mogi,1469,miquelianum,1,8,mono,clone,NA,21.84,NA,experiment,NA,NA,NA,two,6,Mogi_experiment_2,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acridinae,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2373,mogi,1469,miquelianum,1,8,mono,clone,NA,21.84,NA,experiment,NA,NA,NA,two,6,Mogi_experiment_2,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acridinae,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2374,mogi,1469,miquelianum,1,8,mono,clone,NA,21.84,NA,experiment,NA,NA,NA,three,6,Mogi_experiment_3,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acridinae,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2375,mogi,1469,miquelianum,1,8,mono,clone,NA,21.84,NA,experiment,NA,NA,NA,one,8,Mogi_experiment_1,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acridinae,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2376,mogi,1469,miquelianum,1,8,mono,clone,NA,21.84,NA,experiment,NA,NA,NA,one,8,Mogi_experiment_1,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acridinae,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2377,mogi,1469,miquelianum,1,8,mono,clone,NA,21.84,NA,experiment,NA,NA,NA,one,8,Mogi_experiment_1,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acridinae,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2378,mogi,1469,miquelianum,1,8,mono,clone,NA,21.84,NA,experiment,NA,NA,NA,two,6,Mogi_experiment_2,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acridinae,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2379,mogi,1469,miquelianum,1,8,mono,clone,NA,21.84,NA,experiment,NA,NA,NA,two,6,Mogi_experiment_2,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acridinae,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2380,mogi,1469,miquelianum,1,8,mono,clone,NA,21.84,NA,experiment,NA,NA,NA,one,8,Mogi_experiment_1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acridinae,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2381,mogi,1469,miquelianum,1,8,mono,clone,NA,21.84,NA,experiment,NA,NA,NA,three,6,Mogi_experiment_3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2382,mogi,1469,miquelianum,1,8,mono,clone,NA,21.84,NA,experiment,NA,NA,NA,three,6,Mogi_experiment_3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acridinae,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
12468,mogi,1469,miquelianum,1,8,mono,clone,NA,21.84,NA,experiment,NA,NA,NA,NA,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
12469,mogi,1469,miquelianum,1,8,mono,clone,NA,21.84,NA,experiment,NA,NA,NA,NA,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
12470,mogi,1469,miquelianum,1,8,mono,clone,NA,21.84,NA,experiment,NA,NA,NA,NA,3,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
12471,mogi,1469,miquelianum,1,8,mono,clone,NA,21.84,NA,experiment,NA,NA,NA,NA,4,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
12472,mogi,1469,miquelianum,1,8,mono,clone,NA,21.84,NA,experiment,NA,NA,NA,NA,5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
12473,mogi,1469,miquelianum,1,8,mono,clone,NA,21.84,NA,experiment,NA,NA,NA,NA,6,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
12474,mogi,1469,miquelianum,1,8,mono,clone,NA,21.84,NA,experiment,NA,NA,NA,NA,7,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
12475,mogi,1469,miquelianum,1,8,mono,clone,NA,21.84,NA,experiment,NA,NA,NA,NA,8,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
12476,mogi,1469,miquelianum,1,8,mono,clone,NA,21.84,NA,experiment,NA,NA,NA,NA,9,,0.5,,,,,Chrysomelidae,0.5,,,,,,,,,,,,,,,,,,,,
12477,mogi,1469,miquelianum,1,8,mono,clone,NA,21.84,NA,experiment,NA,NA,NA,NA,10,,0.25,,,,,Chrysomelidae,0.25,,,,,,,,,,,,,,,,,,,,
2352,mogi,1468,crassinervium,1,4,two,ind,NA,26.52,NA,experiment,NA,NA,NA,four,9,Mogi_experiment_4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2353,mogi,1468,crassinervium,1,4,two,ind,NA,26.52,NA,experiment,NA,NA,NA,four,9,Mogi_experiment_4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2354,mogi,1468,crassinervium,1,4,two,ind,NA,26.52,NA,experiment,NA,NA,NA,four,9,Mogi_experiment_4,55,NA,NA,NA,NA,Chrysomelidae,10,NA,NA,NA,NA,Acridinae,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2355,mogi,1468,crassinervium,1,4,two,ind,NA,26.52,NA,experiment,NA,NA,NA,four,9,Mogi_experiment_4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2356,mogi,1468,crassinervium,1,4,two,ind,NA,26.52,NA,experiment,NA,NA,NA,four,9,Mogi_experiment_4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2357,mogi,1468,crassinervium,1,4,two,ind,NA,26.52,NA,experiment,NA,NA,NA,four,9,Mogi_experiment_4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2358,mogi,1468,crassinervium,1,4,two,ind,NA,26.52,NA,experiment,NA,NA,NA,four,9,Mogi_experiment_4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2359,mogi,1468,crassinervium,1,4,two,ind,NA,26.52,NA,experiment,NA,NA,NA,four,9,Mogi_experiment_4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2360,mogi,1468,crassinervium,1,4,two,ind,NA,26.52,NA,experiment,NA,NA,NA,two,2,Mogi_experiment_2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2361,mogi,1468,crassinervium,1,4,two,ind,NA,26.52,NA,experiment,NA,NA,NA,two,2,Mogi_experiment_2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2362,mogi,1468,crassinervium,1,4,two,ind,NA,26.52,NA,experiment,NA,NA,NA,four,9,Mogi_experiment_4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acridinae,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
12092,mogi,1468,crassinervium,1,4,two,ind,NA,26.52,NA,experiment,NA,NA,NA,NA,1,Mogi_experiment_1-4,65,,,Hesperiidae,65,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
12093,mogi,1468,crassinervium,1,4,two,ind,NA,26.52,NA,experiment,NA,NA,NA,NA,2,Mogi_experiment_1-4,0,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
12094,mogi,1468,crassinervium,1,4,two,ind,NA,26.52,NA,experiment,NA,NA,NA,NA,3,Mogi_experiment_1-4,0,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
12095,mogi,1468,crassinervium,1,4,two,ind,NA,26.52,NA,experiment,NA,NA,NA,NA,4,Mogi_experiment_1-4,0,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
12096,mogi,1468,crassinervium,1,4,two,ind,NA,26.52,NA,experiment,NA,NA,NA,NA,5,Mogi_experiment_1-4,85,,,Hesperiidae,50,,,,,,,Acridinae,35,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2343,mogi,1467,crassinervium,1,1,mono,clone,NA,24.96,NA,experiment,NA,NA,NA,three,2,Mogi_experiment_3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2344,mogi,1467,crassinervium,1,1,mono,clone,NA,24.96,NA,experiment,NA,NA,NA,two,4,Mogi_experiment_2,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acridinae,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2345,mogi,1467,crassinervium,1,1,mono,clone,NA,24.96,NA,experiment,NA,NA,NA,four,1,Mogi_experiment_4,2,NA,NA,NA,NA,Chrysomelidae,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2346,mogi,1467,crassinervium,1,1,mono,clone,NA,24.96,NA,experiment,NA,NA,NA,two,4,Mogi_experiment_2,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acridinae,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2347,mogi,1467,crassinervium,1,1,mono,clone,NA,24.96,NA,experiment,NA,NA,NA,three,2,Mogi_experiment_3,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acridinae,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2348,mogi,1467,crassinervium,1,1,mono,clone,NA,24.96,NA,experiment,NA,NA,NA,one,2,Mogi_experiment_1,70,NA,NA,NA,NA,Chrysomelidae,2,NA,NA,NA,NA,Acridinae,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2349,mogi,1467,crassinervium,1,1,mono,clone,NA,24.96,NA,experiment,NA,NA,NA,two,4,Mogi_experiment_2,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acridinae,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2350,mogi,1467,crassinervium,1,1,mono,clone,NA,24.96,NA,experiment,NA,NA,NA,one,2,Mogi_experiment_1,6,NA,NA,NA,NA,Chrysomelidae,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2351,mogi,1467,crassinervium,1,1,mono,clone,NA,24.96,NA,experiment,NA,NA,NA,two,4,Mogi_experiment_2,4,NA,NA,NA,NA,Chrysomelidae,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
12088,mogi,1467,crassinervium,1,1,mono,clone,NA,24.96,NA,experiment,NA,NA,NA,NA,1,Mogi_experiment_1-1,50,,,Hesperiidae,50,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
12089,mogi,1467,crassinervium,1,1,mono,clone,NA,24.96,NA,experiment,NA,NA,NA,NA,2,Mogi_experiment_1-1,45,,,Hesperiidae,30,,,,,,,Acridinae,15,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
12090,mogi,1467,crassinervium,1,1,mono,clone,NA,24.96,NA,experiment,NA,NA,NA,NA,3,Mogi_experiment_1-1,6,,,Hesperiidae,6,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
12091,mogi,1467,crassinervium,1,1,mono,clone,NA,24.96,NA,experiment,NA,NA,NA,NA,4,Mogi_experiment_1-1,50,,,,,,,,,,,,,hoja seca,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2340,mogi,1466,crassinervium,1,2,two,clone,NA,23.92,NA,experiment,NA,NA,NA,one,3,Mogi_experiment_1,8,NA,NA,NA,NA,Chrysomelidae,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2341,mogi,1466,crassinervium,1,2,two,clone,NA,23.92,NA,experiment,NA,NA,NA,one,3,Mogi_experiment_1,5,NA,NA,NA,NA,Chrysomelidae,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2342,mogi,1466,crassinervium,1,2,two,clone,NA,23.92,NA,experiment,NA,NA,NA,one,3,Mogi_experiment_1,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acridinae,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2339,mogi,1465,crassinervium,1,1,mono,clone,NA,24.96,NA,experiment,maybe died before herb photos, may have earlier (or later) photos of these,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2327,mogi,1464,crassinervium,1,1,mono,clone,NA,24.96,NA,experiment,NA,NA,NA,two,0,Mogi_experiment_2,1,NA,NA,NA,NA,Chrysomelidae,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2328,mogi,1464,crassinervium,1,1,mono,clone,NA,24.96,NA,experiment,NA,NA,NA,two,0,Mogi_experiment_2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2329,mogi,1464,crassinervium,1,1,mono,clone,NA,24.96,NA,experiment,NA,NA,NA,one,5,Mogi_experiment_1,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acridinae,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2330,mogi,1464,crassinervium,1,1,mono,clone,NA,24.96,NA,experiment,NA,NA,NA,one,5,Mogi_experiment_1,50,NA,NA,NA,NA,Chrysomelidae,4,NA,NA,NA,NA,Acridinae,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2331,mogi,1464,crassinervium,1,1,mono,clone,NA,24.96,NA,experiment,NA,NA,NA,four,4,Mogi_experiment_4,55,NA,NA,NA,NA,Chrysomelidae,1,NA,NA,NA,NA,Acridinae,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2332,mogi,1464,crassinervium,1,1,mono,clone,NA,24.96,NA,experiment,NA,NA,NA,four,4,Mogi_experiment_4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acridinae,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2333,mogi,1464,crassinervium,1,1,mono,clone,NA,24.96,NA,experiment,NA,NA,NA,one,5,Mogi_experiment_1,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acridinae,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2334,mogi,1464,crassinervium,1,1,mono,clone,NA,24.96,NA,experiment,NA,NA,NA,two,0,Mogi_experiment_2,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acridinae,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2335,mogi,1464,crassinervium,1,1,mono,clone,NA,24.96,NA,experiment,NA,NA,NA,four,4,Mogi_experiment_4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acridinae,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2336,mogi,1464,crassinervium,1,1,mono,clone,NA,24.96,NA,experiment,NA,NA,NA,one,5,Mogi_experiment_1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2337,mogi,1464,crassinervium,1,1,mono,clone,NA,24.96,NA,experiment,NA,NA,NA,one,5,Mogi_experiment_1,1,NA,NA,NA,NA,Chrysomelidae,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2338,mogi,1464,crassinervium,1,1,mono,clone,NA,24.96,NA,experiment,NA,NA,NA,four,4,Mogi_experiment_4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
12084,mogi,1464,crassinervium,1,1,mono,clone,NA,24.96,NA,experiment,NA,NA,NA,NA,1,Mogi_experiment_1-1,0,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
12085,mogi,1464,crassinervium,1,1,mono,clone,NA,24.96,NA,experiment,NA,NA,NA,NA,2,Mogi_experiment_1-1,0,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
12086,mogi,1464,crassinervium,1,1,mono,clone,NA,24.96,NA,experiment,NA,NA,NA,NA,3,Mogi_experiment_1-1,10,,,,,,,,,,,Acridinae,10,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
12087,mogi,1464,crassinervium,1,1,mono,clone,NA,24.96,NA,experiment,NA,NA,NA,NA,4,Mogi_experiment_1-1,80,,,,,Chrysomelidae,5,,,,,Acridinae,75,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2326,mogi,1463,miquelianum,1,6,mono,ind,NA,20.8,NA,experiment,maybe died before herb photos, may have earlier (or later) photos of these,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2324,mogi,1462,crassinervium,1,1,mono,clone,NA,24.96,NA,experiment,NA,NA,NA,one,2,Mogi_experiment_1,3,NA,NA,NA,NA,Chrysomelidae,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2325,mogi,1462,crassinervium,1,1,mono,clone,NA,24.96,NA,experiment,NA,NA,NA,one,2,Mogi_experiment_1,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acridinae,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
